Mercadoria,Sentido,Chegada,Status,Quantidade,Porto
FERTILIZANTES,Imp,16/02/2025 12:50:00,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
FERTILIZANTES,Imp,17/02/2025,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
FERTILIZANTES,Imp,17/02/2025 15:00:00,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
FERTILIZANTES,Imp,18/02/2025,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
SAL A GRANEL,Imp,18/02/2025 05:00:00,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
FERTILIZANTES,Imp,18/02/2025 10:00:00,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
GRAN.SOLIDO NAO ESPECIF,Imp,19/02/2025 22:00:00,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
FERTILIZANTES,Imp,20/02/2025 07:00:00,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
FERTILIZANTES,Imp,20/02/2025 10:00:00,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
FERTILIZANTES,Imp,21/02/2025 10:00:00,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
FERTILIZANTES,Imp,21/02/2025 13:00:00,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
FERTILIZANTES,Imp,22/02/2025,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
FERTILIZANTES,Imp,22/02/2025 05:00:00,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
ENXOFRE A GRANEL,Imp,08/03/2025 07:00:00,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,20/02/2025 06:00:00,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,20/02/2025 06:00:00,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,25/02/2025 06:00:00,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,01/03/2025,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,03/03/2025 06:00:00,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,09/03/2025 06:00:00,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,15/03/2025 06:00:00,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,22/03/2025 06:00:00,LASH,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,23/03/2025 06:00:00,LASH,0,PORTO_DE_SANTOS
GRAN.LIQUIDO NAO ESPECIF,Imp,06/01/2025 09:30:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO DIESEL,Exp,29/01/2025 14:15:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO DIESEL,Exp,06/02/2025 15:18:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
GAS LIQUEFEITO,Imp,08/02/2025 13:42:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
GRAN.LIQUIDO NAO ESPECIF,Imp,14/02/2025 02:30:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO DIESEL,Exp,15/02/2025 15:30:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO VEGETAL,Exp,16/02/2025 03:00:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO COMBUSTIVEL,Exp,16/02/2025 09:00:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO DIESEL,Exp,17/02/2025,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO DIESEL,Exp,17/02/2025,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO COMBUSTIVEL,Exp,17/02/2025,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO DIESEL,Exp,17/02/2025,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO DIESEL,Exp,17/02/2025,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO DIESEL,Exp,17/02/2025,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO DIESEL,Exp,17/02/2025,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO DIESEL,Exp,17/02/2025,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO DIESEL,Exp,17/02/2025,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO COMBUSTIVEL,Exp,17/02/2025,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
GASOLINA COMUM,Exp,17/02/2025,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO DIESEL,Exp,17/02/2025 04:00:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
GRAN.LIQUIDO NAO ESPECIF,Imp,17/02/2025 16:00:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
GRAN.LIQUIDO NAO ESPECIF,Imp,18/02/2025,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO DIESEL,Imp,18/02/2025 05:00:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
SODA CAUSTICA,Imp,18/02/2025 13:00:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO DIESEL,Imp,19/02/2025 05:00:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
GRAN.LIQUIDO NAO ESPECIF,Imp,19/02/2025 07:00:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
ETHANOL,Exp,19/02/2025 07:00:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
OLEO COMBUSTIVEL,Exp,19/02/2025 11:48:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
GRAN.LIQUIDO NAO ESPECIF GRAN.LIQUIDO NAO ESPECIF,Imp/Exp,20/02/2025,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
GRAN.LIQUIDO NAO ESPECIF,Exp,20/02/2025,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
GRAN.LIQUIDO NAO ESPECIF,Exp,20/02/2025 06:00:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
GRAN.LIQUIDO NAO ESPECIF,Imp,22/02/2025 06:00:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
GAS LIQUEFEITO,Imp,27/02/2025 16:18:00,LIQUIDO A GRANEL,0,PORTO_DE_SANTOS
ACUCAR,Exp,15/02/2025 19:42:00,PRIORIDADE C3,0,PORTO_DE_SANTOS
ACUCAR,Exp,19/02/2025 18:00:00,PRIORIDADE C3,0,PORTO_DE_SANTOS
OUTROS,Exp,17/01/2025 05:48:00,PRIORIDADE C5,0,PORTO_DE_SANTOS
OUTROS,Exp,17/02/2025,PRIORIDADE C5,0,PORTO_DE_SANTOS
PAPEL E CELULOSE,Exp,17/02/2025,PRIORIDADE C5,0,PORTO_DE_SANTOS
OUTROS,Exp,17/02/2025,PRIORIDADE C5,0,PORTO_DE_SANTOS
OUTROS,Exp,17/02/2025,PRIORIDADE C5,0,PORTO_DE_SANTOS
PAPEL E CELULOSE,Exp,17/02/2025,PRIORIDADE C5,0,PORTO_DE_SANTOS
VEICULO VEICULO,Imp/Exp,17/02/2025 02:12:00,ROLL-IN-ROLL-OFF,0,PORTO_DE_SANTOS
VEICULO,Exp,17/02/2025 02:24:00,ROLL-IN-ROLL-OFF,0,PORTO_DE_SANTOS
VEICULOS/VRS/CCS.RO-RO VEICULOS/VRS/CCS.RO-RO,Imp/Exp,17/02/2025 02:42:00,ROLL-IN-ROLL-OFF,0,PORTO_DE_SANTOS
VEICULOS/VRS/CCS.RO-RO,Exp,18/02/2025 01:00:00,ROLL-IN-ROLL-OFF,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,19/02/2025,ROLL-IN-ROLL-OFF,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,19/02/2025,ROLL-IN-ROLL-OFF,0,PORTO_DE_SANTOS
VEICULOS/VRS/CCS.RO-RO VEICULOS/VRS/CCS.RO-RO,Imp/Exp,21/02/2025 01:00:00,ROLL-IN-ROLL-OFF,0,PORTO_DE_SANTOS
VEICULOS/VRS/CCS.RO-RO VEICULOS/VRS/CCS.RO-RO,Imp/Exp,21/02/2025 01:00:00,ROLL-IN-ROLL-OFF,0,PORTO_DE_SANTOS
VEICULO,Exp,23/02/2025,ROLL-IN-ROLL-OFF,0,PORTO_DE_SANTOS
VEICULO VEICULO,Imp/Exp,23/02/2025,ROLL-IN-ROLL-OFF,0,PORTO_DE_SANTOS
VEICULO,Exp,24/02/2025,ROLL-IN-ROLL-OFF,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,02/03/2025,ROLL-IN-ROLL-OFF,0,PORTO_DE_SANTOS
VEICULO,Exp,06/03/2025,ROLL-IN-ROLL-OFF,0,PORTO_DE_SANTOS
VEICULO,Exp,12/03/2025,ROLL-IN-ROLL-OFF,0,PORTO_DE_SANTOS
VEICULO,Exp,12/03/2025,ROLL-IN-ROLL-OFF,0,PORTO_DE_SANTOS
PAPEL E CELULOSE,Exp,06/02/2025 00:29:00,SEM PRIORIDADE,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,SEM PRIORIDADE,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,SEM PRIORIDADE,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,SEM PRIORIDADE,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,SEM PRIORIDADE,0,PORTO_DE_SANTOS
CONSUMO DE BORDO,Exp,17/02/2025,SEM PRIORIDADE,0,PORTO_DE_SANTOS
VEICULO VEICULO,Imp/Exp,17/02/2025,SEM PRIORIDADE,0,PORTO_DE_SANTOS
PAPEL E CELULOSE,Exp,17/02/2025,SEM PRIORIDADE,0,PORTO_DE_SANTOS
GRAN.LIQUIDO NAO ESPECIF,Exp,17/02/2025,SEM PRIORIDADE,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,SEM PRIORIDADE,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,SEM PRIORIDADE,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,SEM PRIORIDADE,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,SEM PRIORIDADE,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025,SEM PRIORIDADE,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,17/02/2025 06:00:00,SEM PRIORIDADE,0,PORTO_DE_SANTOS
PAPEL E CELULOSE,Exp,18/02/2025 06:00:00,SEM PRIORIDADE,0,PORTO_DE_SANTOS
PRODUTOS SIDERURGICOS PRODUTOS SIDERURGICOS,Imp/Exp,20/02/2025,SEM PRIORIDADE,0,PORTO_DE_SANTOS
CARGA GERAL,Exp,20/02/2025 06:00:00,SEM PRIORIDADE,0,PORTO_DE_SANTOS
CARGA GERAL,Imp,20/02/2025 07:00:00,SEM PRIORIDADE,0,PORTO_DE_SANTOS
SUCOS CITRICOS A GRANEL,Exp,22/02/2025 08:00:00,SEM PRIORIDADE,0,PORTO_DE_SANTOS
GRAN.LIQUIDO NAO ESPECIF,Exp,23/02/2025 07:00:00,SEM PRIORIDADE,0,PORTO_DE_SANTOS
OLEO VEGETAL,Imp,23/02/2025 18:00:00,SEM PRIORIDADE,0,PORTO_DE_SANTOS
PAPEL E CELULOSE,Exp,27/02/2025 07:00:00,SEM PRIORIDADE,0,PORTO_DE_SANTOS
